split,view,filename,filepath,sharpness,brightness,contrast_std,noise,quality_label,guidance_text,abnormal_flag
train,Aorta,Aorta train (266).jpg,train\Aorta\Aorta train (266).jpg,584.56,65.65,65.18,1.94,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (267).jpg,train\Aorta\Aorta train (267).jpg,641.01,65.89,61.98,1.94,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (268).jpg,train\Aorta\Aorta train (268).jpg,623.91,65.89,61.97,1.9,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (269).jpg,train\Aorta\Aorta train (269).jpg,611.27,36.89,44.72,1.8,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (27).jpg,train\Aorta\Aorta train (27).jpg,379.64,51.2,50.03,1.33,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (270).jpg,train\Aorta\Aorta train (270).jpg,611.18,36.9,44.73,1.81,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (271).jpg,train\Aorta\Aorta train (271).jpg,611.12,36.91,44.59,1.81,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (272).jpg,train\Aorta\Aorta train (272).jpg,611.19,36.96,44.34,1.81,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (273).jpg,train\Aorta\Aorta train (273).jpg,628.67,43.29,50.43,1.92,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (274).jpg,train\Aorta\Aorta train (274).jpg,627.99,43.11,50.14,1.93,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (275).jpg,train\Aorta\Aorta train (275).jpg,599.13,58.84,60.86,1.87,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (276).jpg,train\Aorta\Aorta train (276).jpg,599.23,58.88,60.97,1.87,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (277).jpg,train\Aorta\Aorta train (277).jpg,599.37,58.82,61.01,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (278).jpg,train\Aorta\Aorta train (278).jpg,599.05,58.8,61.05,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (279).jpg,train\Aorta\Aorta train (279).jpg,546.89,53.85,52.74,1.77,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (28).jpg,train\Aorta\Aorta train (28).jpg,405.36,51.27,50.36,1.35,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (280).jpg,train\Aorta\Aorta train (280).jpg,546.55,53.86,53.04,1.77,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (281).jpg,train\Aorta\Aorta train (281).jpg,546.36,53.85,53.22,1.77,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (282).jpg,train\Aorta\Aorta train (282).jpg,547.66,53.7,53.26,1.78,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (283).jpg,train\Aorta\Aorta train (283).jpg,547.02,53.62,53.33,1.78,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (284).jpg,train\Aorta\Aorta train (284).jpg,547.66,53.48,53.32,1.78,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (285).jpg,train\Aorta\Aorta train (285).jpg,866.89,46.02,47.45,1.84,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (286).jpg,train\Aorta\Aorta train (286).jpg,865.83,45.71,47.41,1.85,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (287).jpg,train\Aorta\Aorta train (287).jpg,869.38,45.27,47.01,1.85,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (288).jpg,train\Aorta\Aorta train (288).jpg,643.48,70.35,61.02,1.98,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (289).jpg,train\Aorta\Aorta train (289).jpg,644.02,69.66,60.8,1.98,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (29).jpg,train\Aorta\Aorta train (29).jpg,405.34,51.08,50.17,1.36,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (290).jpg,train\Aorta\Aorta train (290).jpg,642.71,69.38,60.69,1.98,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (291).jpg,train\Aorta\Aorta train (291).jpg,641.76,67.58,60.26,1.97,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (292).jpg,train\Aorta\Aorta train (292).jpg,642.99,67.33,60.2,1.98,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (293).jpg,train\Aorta\Aorta train (293).jpg,622.75,70.71,61.59,1.95,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (294).jpg,train\Aorta\Aorta train (294).jpg,625.82,70.41,61.36,1.95,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (295).jpg,train\Aorta\Aorta train (295).jpg,625.86,70.13,61.19,1.95,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (296).jpg,train\Aorta\Aorta train (296).jpg,669.79,64.42,56.76,1.94,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (297).jpg,train\Aorta\Aorta train (297).jpg,626.75,67.13,57.09,1.91,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (298).jpg,train\Aorta\Aorta train (298).jpg,626.31,67.03,56.96,1.91,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (299).jpg,train\Aorta\Aorta train (299).jpg,627.05,66.83,56.72,1.92,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (3).jpg,train\Aorta\Aorta train (3).jpg,466.92,43.37,53.94,1.51,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (30).jpg,train\Aorta\Aorta train (30).jpg,375.1,50.31,49.81,1.31,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (300).jpg,train\Aorta\Aorta train (300).jpg,628.89,66.71,56.66,1.92,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (301).jpg,train\Aorta\Aorta train (301).jpg,609.37,63.87,48.96,1.91,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (302).jpg,train\Aorta\Aorta train (302).jpg,605.49,64.0,49.34,1.9,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (303).jpg,train\Aorta\Aorta train (303).jpg,567.15,48.91,48.92,1.74,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (304).jpg,train\Aorta\Aorta train (304).jpg,381.0,47.31,57.26,1.21,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (305).jpg,train\Aorta\Aorta train (305).jpg,377.64,47.04,56.83,1.18,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (306).jpg,train\Aorta\Aorta train (306).jpg,378.86,30.41,44.0,1.2,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (307).jpg,train\Aorta\Aorta train (307).jpg,379.33,30.72,44.51,1.21,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (308).jpg,train\Aorta\Aorta train (308).jpg,687.67,83.87,66.46,2.05,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (309).jpg,train\Aorta\Aorta train (309).jpg,688.13,83.58,66.67,2.05,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (31).jpg,train\Aorta\Aorta train (31).jpg,374.18,50.47,49.87,1.3,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (310).jpg,train\Aorta\Aorta train (310).jpg,687.89,83.34,66.79,2.05,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (311).jpg,train\Aorta\Aorta train (311).jpg,686.17,83.15,66.92,2.05,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (312).jpg,train\Aorta\Aorta train (312).jpg,440.36,62.64,62.46,1.48,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (313).jpg,train\Aorta\Aorta train (313).jpg,438.91,62.58,62.39,1.48,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (314).jpg,train\Aorta\Aorta train (314).jpg,440.26,62.55,62.37,1.48,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (315).jpg,train\Aorta\Aorta train (315).jpg,430.1,62.52,62.36,1.48,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (316).jpg,train\Aorta\Aorta train (316).jpg,440.51,62.36,62.33,1.49,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (317).jpg,train\Aorta\Aorta train (317).jpg,441.11,62.12,62.21,1.49,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (318).jpg,train\Aorta\Aorta train (318).jpg,444.77,61.97,62.09,1.5,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (319).jpg,train\Aorta\Aorta train (319).jpg,444.85,61.68,61.93,1.49,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (32).jpg,train\Aorta\Aorta train (32).jpg,374.63,50.8,49.85,1.3,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (320).jpg,train\Aorta\Aorta train (320).jpg,555.77,43.42,51.68,1.8,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (321).jpg,train\Aorta\Aorta train (321).jpg,555.19,43.3,51.64,1.8,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (322).jpg,train\Aorta\Aorta train (322).jpg,555.13,43.17,51.6,1.8,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (323).jpg,train\Aorta\Aorta train (323).jpg,967.1,42.98,43.3,1.73,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (324).jpg,train\Aorta\Aorta train (324).jpg,965.15,42.49,42.33,1.72,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (325).jpg,train\Aorta\Aorta train (325).jpg,963.03,41.97,41.49,1.72,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (326).jpg,train\Aorta\Aorta train (326).jpg,631.46,53.73,51.54,2.02,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (327).jpg,train\Aorta\Aorta train (327).jpg,631.44,53.39,51.3,2.02,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (328).jpg,train\Aorta\Aorta train (328).jpg,629.99,53.05,51.14,2.02,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (329).jpg,train\Aorta\Aorta train (329).jpg,629.52,52.75,50.88,2.02,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (33).jpg,train\Aorta\Aorta train (33).jpg,375.02,50.93,49.75,1.31,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (330).jpg,train\Aorta\Aorta train (330).jpg,628.06,64.05,57.05,1.87,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (331).jpg,train\Aorta\Aorta train (331).jpg,627.02,64.33,57.15,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (332).jpg,train\Aorta\Aorta train (332).jpg,626.46,64.5,57.23,1.89,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (333).jpg,train\Aorta\Aorta train (333).jpg,626.5,64.54,57.31,1.89,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (334).jpg,train\Aorta\Aorta train (334).jpg,611.96,64.07,58.09,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (335).jpg,train\Aorta\Aorta train (335).jpg,611.22,64.05,58.14,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (336).jpg,train\Aorta\Aorta train (336).jpg,611.05,64.01,58.11,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (337).jpg,train\Aorta\Aorta train (337).jpg,611.18,64.02,58.08,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (338).jpg,train\Aorta\Aorta train (338).jpg,610.99,63.95,58.04,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (339).jpg,train\Aorta\Aorta train (339).jpg,610.63,63.95,58.06,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (34).jpg,train\Aorta\Aorta train (34).jpg,383.89,49.73,49.96,1.33,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (340).jpg,train\Aorta\Aorta train (340).jpg,610.79,63.85,58.03,1.89,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (341).jpg,train\Aorta\Aorta train (341).jpg,603.4,64.01,58.32,1.86,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (342).jpg,train\Aorta\Aorta train (342).jpg,603.22,64.01,58.29,1.86,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (343).jpg,train\Aorta\Aorta train (343).jpg,603.06,63.96,58.23,1.86,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (344).jpg,train\Aorta\Aorta train (344).jpg,630.33,63.49,57.79,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (345).jpg,train\Aorta\Aorta train (345).jpg,630.54,63.55,57.97,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (346).jpg,train\Aorta\Aorta train (346).jpg,631.14,63.54,58.03,1.89,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (347).jpg,train\Aorta\Aorta train (347).jpg,631.7,63.5,58.06,1.89,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (348).jpg,train\Aorta\Aorta train (348).jpg,631.75,63.41,58.1,1.89,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (349).jpg,train\Aorta\Aorta train (349).jpg,619.97,63.02,56.06,1.87,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (35).jpg,train\Aorta\Aorta train (35).jpg,385.05,49.61,49.88,1.33,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (350).jpg,train\Aorta\Aorta train (350).jpg,619.25,63.05,56.2,1.87,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (351).jpg,train\Aorta\Aorta train (351).jpg,620.41,62.95,56.39,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (352).jpg,train\Aorta\Aorta train (352).jpg,618.45,62.89,56.5,1.86,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (353).jpg,train\Aorta\Aorta train (353).jpg,597.43,59.04,54.78,1.81,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (354).jpg,train\Aorta\Aorta train (354).jpg,598.61,59.05,54.87,1.82,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (355).jpg,train\Aorta\Aorta train (355).jpg,599.3,58.94,54.76,1.82,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (356).jpg,train\Aorta\Aorta train (356).jpg,598.83,58.71,54.52,1.82,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (357).jpg,train\Aorta\Aorta train (357).jpg,598.74,58.29,54.38,1.82,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (358).jpg,train\Aorta\Aorta train (358).jpg,627.05,59.72,55.48,1.81,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (359).jpg,train\Aorta\Aorta train (359).jpg,627.44,59.94,55.42,1.81,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (36).jpg,train\Aorta\Aorta train (36).jpg,387.34,49.43,49.63,1.34,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (360).jpg,train\Aorta\Aorta train (360).jpg,627.12,59.99,55.13,1.81,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (361).jpg,train\Aorta\Aorta train (361).jpg,620.81,61.01,55.77,1.85,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (362).jpg,train\Aorta\Aorta train (362).jpg,621.08,60.85,55.92,1.85,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (363).jpg,train\Aorta\Aorta train (363).jpg,621.04,60.85,56.06,1.85,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (364).jpg,train\Aorta\Aorta train (364).jpg,621.96,60.82,56.14,1.86,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (365).jpg,train\Aorta\Aorta train (365).jpg,621.75,60.78,56.14,1.86,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (366).jpg,train\Aorta\Aorta train (366).jpg,621.81,60.67,56.16,1.86,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (367).jpg,train\Aorta\Aorta train (367).jpg,616.76,59.82,57.1,1.83,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (368).jpg,train\Aorta\Aorta train (368).jpg,616.99,60.28,57.25,1.83,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (369).jpg,train\Aorta\Aorta train (369).jpg,617.49,60.57,57.36,1.83,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (37).jpg,train\Aorta\Aorta train (37).jpg,389.98,49.11,49.36,1.34,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (370).jpg,train\Aorta\Aorta train (370).jpg,618.95,65.62,54.3,1.91,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (371).jpg,train\Aorta\Aorta train (371).jpg,596.83,63.37,53.83,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (372).jpg,train\Aorta\Aorta train (372).jpg,595.82,63.5,53.57,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (373).jpg,train\Aorta\Aorta train (373).jpg,596.21,63.44,53.24,1.88,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (374).jpg,train\Aorta\Aorta train (374).jpg,619.32,65.55,54.27,1.91,good,Image quality is good. Proceed with assessment.,0
train,Aorta,Aorta train (375).jpg,train\Aorta\Aorta train (375).jpg,619.18,65.41,54.21,1.91,good,Image quality is good. Proceed with assessment.,0
